Run,OrderedEntry,VariableName,MatrixRow,MatrixColumn,RowEligibleOrder,IndependentOrder,VariableType,LowerBound,UpperBound,Dependency,RowSumEquation,InstanceSHA256
4,42,w_13_13,13,13,2,NaN,dependent-row-sum,0,1,1 - (w_13_8),w_13_8 + w_13_13 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,43,w_14_14,14,14,1,30,independent,0,1,,w_14_14 + w_14_15 + w_14_17 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,44,w_14_15,14,15,2,31,independent,0,1,,w_14_14 + w_14_15 + w_14_17 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,45,w_14_17,14,17,3,NaN,dependent-row-sum,0,1,1 - (w_14_14 + w_14_15),w_14_14 + w_14_15 + w_14_17 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,46,w_15_8,15,8,1,32,independent,0,1,,w_15_8 + w_15_14 + w_15_15 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,47,w_15_14,15,14,2,33,independent,0,1,,w_15_8 + w_15_14 + w_15_15 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,48,w_15_15,15,15,3,NaN,dependent-row-sum,0,1,1 - (w_15_8 + w_15_14),w_15_8 + w_15_14 + w_15_15 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,49,w_16_8,16,8,1,34,independent,0,1,,w_16_8 + w_16_16 + w_16_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,50,w_16_16,16,16,2,35,independent,0,1,,w_16_8 + w_16_16 + w_16_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,51,w_16_18,16,18,3,NaN,dependent-row-sum,0,1,1 - (w_16_8 + w_16_16),w_16_8 + w_16_16 + w_16_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,52,w_17_14,17,14,1,36,independent,0,1,,w_17_14 + w_17_17 + w_17_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,53,w_17_17,17,17,2,37,independent,0,1,,w_17_14 + w_17_17 + w_17_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,54,w_17_18,17,18,3,NaN,dependent-row-sum,0,1,1 - (w_17_14 + w_17_17),w_17_14 + w_17_17 + w_17_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,55,w_18_1,18,1,1,38,independent,0,1,,w_18_1 + w_18_2 + w_18_16 + w_18_17 + w_18_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,56,w_18_2,18,2,2,39,independent,0,1,,w_18_1 + w_18_2 + w_18_16 + w_18_17 + w_18_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,57,w_18_16,18,16,3,40,independent,0,1,,w_18_1 + w_18_2 + w_18_16 + w_18_17 + w_18_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,58,w_18_17,18,17,4,41,independent,0,1,,w_18_1 + w_18_2 + w_18_16 + w_18_17 + w_18_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,59,w_18_18,18,18,5,NaN,dependent-row-sum,0,1,1 - (w_18_1 + w_18_2 + w_18_16 + w_18_17),w_18_1 + w_18_2 + w_18_16 + w_18_17 + w_18_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,60,w_19_1,19,1,1,42,independent,0,1,,w_19_1 + w_19_4 + w_19_6 + w_19_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,61,w_19_4,19,4,2,43,independent,0,1,,w_19_1 + w_19_4 + w_19_6 + w_19_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,62,w_19_6,19,6,3,44,independent,0,1,,w_19_1 + w_19_4 + w_19_6 + w_19_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,63,w_19_19,19,19,4,NaN,dependent-row-sum,0,1,1 - (w_19_1 + w_19_4 + w_19_6),w_19_1 + w_19_4 + w_19_6 + w_19_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,64,w_20_3,20,3,1,45,independent,0,1,,w_20_3 + w_20_10 + w_20_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,65,w_20_10,20,10,2,46,independent,0,1,,w_20_3 + w_20_10 + w_20_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,66,w_20_20,20,20,3,NaN,dependent-row-sum,0,1,1 - (w_20_3 + w_20_10),w_20_3 + w_20_10 + w_20_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
5,1,w_1_1,1,1,1,1,independent,0,1,,w_1_1 + w_1_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,2,w_1_16,1,16,2,NaN,dependent-row-sum,0,1,1 - (w_1_1),w_1_1 + w_1_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,3,w_2_2,2,2,1,2,independent,0,1,,w_2_2 + w_2_13 + w_2_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,4,w_2_13,2,13,2,3,independent,0,1,,w_2_2 + w_2_13 + w_2_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,5,w_2_16,2,16,3,NaN,dependent-row-sum,0,1,1 - (w_2_2 + w_2_13),w_2_2 + w_2_13 + w_2_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,6,w_3_3,3,3,1,4,independent,0,1,,w_3_3 + w_3_5 + w_3_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,7,w_3_5,3,5,2,5,independent,0,1,,w_3_3 + w_3_5 + w_3_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,8,w_3_13,3,13,3,NaN,dependent-row-sum,0,1,1 - (w_3_3 + w_3_5),w_3_3 + w_3_5 + w_3_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,9,w_4_4,4,4,1,6,independent,0,1,,w_4_4 + w_4_6 + w_4_18 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,10,w_4_6,4,6,2,7,independent,0,1,,w_4_4 + w_4_6 + w_4_18 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,11,w_4_18,4,18,3,NaN,dependent-row-sum,0,1,1 - (w_4_4 + w_4_6),w_4_4 + w_4_6 + w_4_18 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,12,w_5_3,5,3,1,8,independent,0,1,,w_5_3 + w_5_5 + w_5_6 + w_5_9 + w_5_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,13,w_5_5,5,5,2,9,independent,0,1,,w_5_3 + w_5_5 + w_5_6 + w_5_9 + w_5_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,14,w_5_6,5,6,3,10,independent,0,1,,w_5_3 + w_5_5 + w_5_6 + w_5_9 + w_5_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,15,w_5_9,5,9,4,11,independent,0,1,,w_5_3 + w_5_5 + w_5_6 + w_5_9 + w_5_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,16,w_5_11,5,11,5,NaN,dependent-row-sum,0,1,1 - (w_5_3 + w_5_5 + w_5_6 + w_5_9),w_5_3 + w_5_5 + w_5_6 + w_5_9 + w_5_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,17,w_6_4,6,4,1,12,independent,0,1,,w_6_4 + w_6_5 + w_6_6 + w_6_9 + w_6_19 + w_6_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,18,w_6_5,6,5,2,13,independent,0,1,,w_6_4 + w_6_5 + w_6_6 + w_6_9 + w_6_19 + w_6_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,19,w_6_6,6,6,3,14,independent,0,1,,w_6_4 + w_6_5 + w_6_6 + w_6_9 + w_6_19 + w_6_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,20,w_6_9,6,9,4,15,independent,0,1,,w_6_4 + w_6_5 + w_6_6 + w_6_9 + w_6_19 + w_6_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,21,w_6_19,6,19,5,16,independent,0,1,,w_6_4 + w_6_5 + w_6_6 + w_6_9 + w_6_19 + w_6_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,22,w_6_20,6,20,6,NaN,dependent-row-sum,0,1,1 - (w_6_4 + w_6_5 + w_6_6 + w_6_9 + w_6_19),w_6_4 + w_6_5 + w_6_6 + w_6_9 + w_6_19 + w_6_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,23,w_7_7,7,7,1,17,independent,0,1,,w_7_7 + w_7_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,24,w_7_11,7,11,2,NaN,dependent-row-sum,0,1,1 - (w_7_7),w_7_7 + w_7_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,25,w_8_8,8,8,1,18,independent,0,1,,w_8_8 + w_8_9 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,26,w_8_9,8,9,2,NaN,dependent-row-sum,0,1,1 - (w_8_8),w_8_8 + w_8_9 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,27,w_9_5,9,5,1,19,independent,0,1,,w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13 + w_9_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,28,w_9_6,9,6,2,20,independent,0,1,,w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13 + w_9_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,29,w_9_8,9,8,3,21,independent,0,1,,w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13 + w_9_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,30,w_9_9,9,9,4,22,independent,0,1,,w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13 + w_9_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,31,w_9_11,9,11,5,23,independent,0,1,,w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13 + w_9_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,32,w_9_13,9,13,6,24,independent,0,1,,w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13 + w_9_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,33,w_9_20,9,20,7,NaN,dependent-row-sum,0,1,1 - (w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13),w_9_5 + w_9_6 + w_9_8 + w_9_9 + w_9_11 + w_9_13 + w_9_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,34,w_10_10,10,10,1,25,independent,0,1,,w_10_10 + w_10_13 + w_10_14 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,35,w_10_13,10,13,2,26,independent,0,1,,w_10_10 + w_10_13 + w_10_14 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,36,w_10_14,10,14,3,NaN,dependent-row-sum,0,1,1 - (w_10_10 + w_10_13),w_10_10 + w_10_13 + w_10_14 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,37,w_11_5,11,5,1,27,independent,0,1,,w_11_5 + w_11_7 + w_11_9 + w_11_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,38,w_11_7,11,7,2,28,independent,0,1,,w_11_5 + w_11_7 + w_11_9 + w_11_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,39,w_11_9,11,9,3,29,independent,0,1,,w_11_5 + w_11_7 + w_11_9 + w_11_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,40,w_11_11,11,11,4,NaN,dependent-row-sum,0,1,1 - (w_11_5 + w_11_7 + w_11_9),w_11_5 + w_11_7 + w_11_9 + w_11_11 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,41,w_12_12,12,12,1,30,independent,0,1,,w_12_12 + w_12_13 + w_12_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,42,w_12_13,12,13,2,31,independent,0,1,,w_12_12 + w_12_13 + w_12_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,43,w_12_16,12,16,3,NaN,dependent-row-sum,0,1,1 - (w_12_12 + w_12_13),w_12_12 + w_12_13 + w_12_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,44,w_13_2,13,2,1,32,independent,0,1,,w_13_2 + w_13_3 + w_13_9 + w_13_10 + w_13_12 + w_13_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,45,w_13_3,13,3,2,33,independent,0,1,,w_13_2 + w_13_3 + w_13_9 + w_13_10 + w_13_12 + w_13_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,46,w_13_9,13,9,3,34,independent,0,1,,w_13_2 + w_13_3 + w_13_9 + w_13_10 + w_13_12 + w_13_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,47,w_13_10,13,10,4,35,independent,0,1,,w_13_2 + w_13_3 + w_13_9 + w_13_10 + w_13_12 + w_13_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,48,w_13_12,13,12,5,36,independent,0,1,,w_13_2 + w_13_3 + w_13_9 + w_13_10 + w_13_12 + w_13_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,49,w_13_13,13,13,6,NaN,dependent-row-sum,0,1,1 - (w_13_2 + w_13_3 + w_13_9 + w_13_10 + w_13_12),w_13_2 + w_13_3 + w_13_9 + w_13_10 + w_13_12 + w_13_13 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,50,w_14_10,14,10,1,37,independent,0,1,,w_14_10 + w_14_14 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,51,w_14_14,14,14,2,NaN,dependent-row-sum,0,1,1 - (w_14_10),w_14_10 + w_14_14 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,52,w_15_15,15,15,1,38,independent,0,1,,w_15_15 + w_15_17 + w_15_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,53,w_15_17,15,17,2,39,independent,0,1,,w_15_15 + w_15_17 + w_15_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,54,w_15_20,15,20,3,NaN,dependent-row-sum,0,1,1 - (w_15_15 + w_15_17),w_15_15 + w_15_17 + w_15_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,55,w_16_1,16,1,1,40,independent,0,1,,w_16_1 + w_16_2 + w_16_12 + w_16_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,56,w_16_2,16,2,2,41,independent,0,1,,w_16_1 + w_16_2 + w_16_12 + w_16_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,57,w_16_12,16,12,3,42,independent,0,1,,w_16_1 + w_16_2 + w_16_12 + w_16_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,58,w_16_16,16,16,4,NaN,dependent-row-sum,0,1,1 - (w_16_1 + w_16_2 + w_16_12),w_16_1 + w_16_2 + w_16_12 + w_16_16 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,59,w_17_15,17,15,1,43,independent,0,1,,w_17_15 + w_17_17 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,60,w_17_17,17,17,2,NaN,dependent-row-sum,0,1,1 - (w_17_15),w_17_15 + w_17_17 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,61,w_18_4,18,4,1,44,independent,0,1,,w_18_4 + w_18_18 + w_18_19 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,62,w_18_18,18,18,2,45,independent,0,1,,w_18_4 + w_18_18 + w_18_19 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,63,w_18_19,18,19,3,NaN,dependent-row-sum,0,1,1 - (w_18_4 + w_18_18),w_18_4 + w_18_18 + w_18_19 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,64,w_19_6,19,6,1,46,independent,0,1,,w_19_6 + w_19_18 + w_19_19 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,65,w_19_18,19,18,2,47,independent,0,1,,w_19_6 + w_19_18 + w_19_19 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,66,w_19_19,19,19,3,NaN,dependent-row-sum,0,1,1 - (w_19_6 + w_19_18),w_19_6 + w_19_18 + w_19_19 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,67,w_20_6,20,6,1,48,independent,0,1,,w_20_6 + w_20_9 + w_20_15 + w_20_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,68,w_20_9,20,9,2,49,independent,0,1,,w_20_6 + w_20_9 + w_20_15 + w_20_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,69,w_20_15,20,15,3,50,independent,0,1,,w_20_6 + w_20_9 + w_20_15 + w_20_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
5,70,w_20_20,20,20,4,NaN,dependent-row-sum,0,1,1 - (w_20_6 + w_20_9 + w_20_15),w_20_6 + w_20_9 + w_20_15 + w_20_20 = 1,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463
6,1,w_1_1,1,1,1,1,independent,0,1,,w_1_1 + w_1_9 + w_1_11 + w_1_16 + w_1_19 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,2,w_1_9,1,9,2,2,independent,0,1,,w_1_1 + w_1_9 + w_1_11 + w_1_16 + w_1_19 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,3,w_1_11,1,11,3,3,independent,0,1,,w_1_1 + w_1_9 + w_1_11 + w_1_16 + w_1_19 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,4,w_1_16,1,16,4,4,independent,0,1,,w_1_1 + w_1_9 + w_1_11 + w_1_16 + w_1_19 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,5,w_1_19,1,19,5,NaN,dependent-row-sum,0,1,1 - (w_1_1 + w_1_9 + w_1_11 + w_1_16),w_1_1 + w_1_9 + w_1_11 + w_1_16 + w_1_19 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,6,w_2_2,2,2,1,5,independent,0,1,,w_2_2 + w_2_9 + w_2_10 + w_2_12 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,7,w_2_9,2,9,2,6,independent,0,1,,w_2_2 + w_2_9 + w_2_10 + w_2_12 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,8,w_2_10,2,10,3,7,independent,0,1,,w_2_2 + w_2_9 + w_2_10 + w_2_12 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,9,w_2_12,2,12,4,NaN,dependent-row-sum,0,1,1 - (w_2_2 + w_2_9 + w_2_10),w_2_2 + w_2_9 + w_2_10 + w_2_12 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,10,w_3_3,3,3,1,8,independent,0,1,,w_3_3 + w_3_5 + w_3_6 + w_3_7 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,11,w_3_5,3,5,2,9,independent,0,1,,w_3_3 + w_3_5 + w_3_6 + w_3_7 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,12,w_3_6,3,6,3,10,independent,0,1,,w_3_3 + w_3_5 + w_3_6 + w_3_7 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,13,w_3_7,3,7,4,NaN,dependent-row-sum,0,1,1 - (w_3_3 + w_3_5 + w_3_6),w_3_3 + w_3_5 + w_3_6 + w_3_7 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,14,w_4_4,4,4,1,11,independent,0,1,,w_4_4 + w_4_20 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,15,w_4_20,4,20,2,NaN,dependent-row-sum,0,1,1 - (w_4_4),w_4_4 + w_4_20 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,16,w_5_3,5,3,1,12,independent,0,1,,w_5_3 + w_5_5 + w_5_8 + w_5_17 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,17,w_5_5,5,5,2,13,independent,0,1,,w_5_3 + w_5_5 + w_5_8 + w_5_17 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,18,w_5_8,5,8,3,14,independent,0,1,,w_5_3 + w_5_5 + w_5_8 + w_5_17 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,19,w_5_17,5,17,4,NaN,dependent-row-sum,0,1,1 - (w_5_3 + w_5_5 + w_5_8),w_5_3 + w_5_5 + w_5_8 + w_5_17 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,20,w_6_3,6,3,1,15,independent,0,1,,w_6_3 + w_6_6 + w_6_9 + w_6_14 + w_6_16 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,21,w_6_6,6,6,2,16,independent,0,1,,w_6_3 + w_6_6 + w_6_9 + w_6_14 + w_6_16 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,22,w_6_9,6,9,3,17,independent,0,1,,w_6_3 + w_6_6 + w_6_9 + w_6_14 + w_6_16 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,23,w_6_14,6,14,4,18,independent,0,1,,w_6_3 + w_6_6 + w_6_9 + w_6_14 + w_6_16 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,24,w_6_16,6,16,5,NaN,dependent-row-sum,0,1,1 - (w_6_3 + w_6_6 + w_6_9 + w_6_14),w_6_3 + w_6_6 + w_6_9 + w_6_14 + w_6_16 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,25,w_7_3,7,3,1,19,independent,0,1,,w_7_3 + w_7_7 + w_7_13 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,26,w_7_7,7,7,2,20,independent,0,1,,w_7_3 + w_7_7 + w_7_13 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,27,w_7_13,7,13,3,NaN,dependent-row-sum,0,1,1 - (w_7_3 + w_7_7),w_7_3 + w_7_7 + w_7_13 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,28,w_8_5,8,5,1,21,independent,0,1,,w_8_5 + w_8_8 + w_8_15 + w_8_18 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,29,w_8_8,8,8,2,22,independent,0,1,,w_8_5 + w_8_8 + w_8_15 + w_8_18 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
6,30,w_8_15,8,15,3,23,independent,0,1,,w_8_5 + w_8_8 + w_8_15 + w_8_18 = 1,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6
